title,link,job_description,published,companyName,companyLocation
,,"
DUTIES AND RESPONSIBILITIES: • Understanding the data requirements from stakeholders for the campaigns entrusted.
",Posted30+ days ago,Bajaj FinServ,"Pune, Maharashtra"
,,"
Proven proficiency toward data storytelling and root cause Analysis using data.
Get a deep understanding of the FinTech systems and data flows involved;…
",Posted27 days ago,Uber,"Hyderabad, Telangana"
,,"
Gathering data from various sources, to analyze & compile market data.
Ability to think smartly and interpret data and analysis.
",Posted30+ days ago,GD Research Center,"Hyderabad, Telangana"
,,"
Experience with data analysis in a variety of quantitative fields and experience building data and decision support systems.
",PostedToday,ADCI - Karnataka,"Bengaluru, Karnataka"
,,"
Experience in data analysis with intermediate/advanced Microsoft Office Suite skills.
Proven analytical, data analysis, organization and presentation skills.
",Posted29 days ago,Citi,"Chennai, Tamil Nadu+1 location"
,,"
Graduate with Strong mathematical and statistical skills and understanding.
Prefer with some Development and enhancement experience of machine learning and…
",Posted30+ days ago,AIBridge ML,"Hyderabad, Telangana"
,,"
Core to Advanced skill set in exception handling on data.
This would include identification of data quality issues in production, analyse the root cause, co…
",Posted30+ days ago,Standard Chartered,"Bengaluru, Karnataka"
,,"
Define data tool routines for automated detection to improve failure analysis in ATC diagnosis data.
Data Analyst supports the Siemens Mobility Mass Transit…
",Posted30+ days ago,Siemens,"Pune, Maharashtra"
,,"
Develop custom data models and algorithms to apply to data sets.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
",Posted30+ days ago,Tekion,"Bengaluru, Karnataka"
,,"
Help generate and direct reliable, relevant and timely data for FIL analysts, portfolio managers and investment management with an objective of improving our…
",Posted21 days ago,Fidelity International,"Gurgaon, Haryana"
,,"
Quality audit of PEP data extracted by the vendor.
Manipulating raw data from various sources so that it can be in a loadable format to database.
",Posted30+ days ago,Amber Road India,"Bengaluru, Karnataka"
,,"
The role will require for you to work on Microsoft Power BI to help visualize data and share discoveries and collaborate in intuitive new ways.
",Posted30+ days ago,Accenture,"Mumbai, Maharashtra+2 locations"
,,"
You will work on a team including scrum masters, product owners, data architects, peer data engineers/analyst, data scientists and DevOps.
",Posted30+ days ago,Honeywell,"Bengaluru, Karnataka"
,,"
Design and develop complex data queries to move and transform data from operational data sources to analytical databases.
",Posted30+ days ago,Zepto,"Mumbai, Maharashtra"
,,"
Knowledge on data analytics and Python is added advantage.
Ensure data is maintained as per the standards and review the work to avoid errors.
",PostedToday,H1,"Hyderabad, Telangana"
,,"
Passionate about technology start-ups and driving innovation with data!
This data, you will articulate key insights and best practices, provide a recommendation…
",Posted2 days ago,TaskUS,"Gurgaon, Haryana+2 locations"
,,"
Business cases and data analysed.
Solid understanding of data and fields required for analysis.
Develop a robust and coherent data strategy and support…
",PostedToday,IDFC FIRST Bank,"Mumbai, Maharashtra"
,,"
Crafting and executing queries upon request for data.
Designing, developing and maintaining business intelligence dashboards that turn data into knowledge.
",Posted30+ days ago,Ford Global Business Services,"Chennai, Tamil Nadu"
,,"
Create analyses that tell a “story” focused on insights, not just data analytics.
Drive business outcomes by developing recommendations based on data (pricing,…
",Posted1 day ago,Zscaler,"Gurgaon, Haryana"
,,"
Proven working experience in data analysis.
Set up and maintain automated data processes.
Liaise with multiple departments to understand data content.
",Posted30+ days ago,Skill-Lync,"Chennai, Tamil Nadu"
,,"
Interactively analyze and manipulate data using a variety of data analysis and data mining tools.
Drive collection of new data and the refinement of existing…
",Posted13 days ago,Toll Group,"Pune, Maharashtra"
,,"
Upstream data teams, who provide the data that the analyst is sourcing.
High quality written and verbal communication skills, with the ability to focus on…
",Posted30+ days ago,Standard Chartered,"Chennai, Tamil Nadu"
,,"
Maintains Listings, Exclusion and Inclusion master data for new customer set ups.
Demonstrates an understanding of data governance modeling, tools, and…
",Posted30+ days ago,Cardinal Health,"Bengaluru, Karnataka"
,,"
All our software applications are driven off data and the accuracy of that data is critical to our company being successful.
MS SQL Server: 1-3 years.
",Posted30+ days ago,Solera,"Bengaluru, Karnataka"
,,"
Strong understanding of data analysis.
Meticulous when managing data sources.
3 years experience within a similar role.
",Posted30+ days ago,Darshan Soft-Tech,"Remote in Hyderabad, Telangana"
,,"
The analyst will be responsible for verifying raw materials surcharges from multipe suppliers globally.
Excellent data analysis skills, customer focus, strong…
",Posted2 days ago,Danfoss,"Pune, Maharashtra"
,,"
You will work with McKinsey consulting teams in various CBF and DSO engagements to deliver benchmarking analysis/opportunity analysis and highly synthesized…
",Posted15 days ago,McKinsey & Company,"Gurgaon, Haryana"
,,"
Adept at data prep, data modeling and data visualization.
Performs ETL work to pull data from source systems, including manipulating data, and placing in the…
",Posted30+ days ago,NEXTracker,"Hyderabad, Telangana"
,,"
Understanding & data presentation in Tableau.
The ideal candidate possesses strong analytical and communication skills.
Create and manage dashboard and reports.
",Posted30+ days ago,RingCentral,"Gurgaon, Haryana"
,,"
Compiling data and analysis on consumer sector through secondary research and interpretation of primary inputs.
Prior experience in research work is desirable.
",Posted30+ days ago,GD Research Center,"Hyderabad, Telangana"
,,"
Support Impairment team in data-driven analyses.
Analytical skills: problem structuring, hypothesis testing via data analysis.
",Posted1 day ago,Barclays,"Delhi, Delhi"
,,"
Analysis – good knowledge of data analysis (data types, data flow), logical testing, Questionnaire understanding.
",Posted28 days ago,iResearch,"Remote in Pune, Maharashtra"
,,"
Familiar with data extract, transfer, and load concepts and processes.
Work alongside Delivery Enablement Estimation Team to develop new or update existing…
",Posted30+ days ago,Deloitte,"Bengaluru, Karnataka"
,,"
Diving deep into large data sets to answer specific business questions using Excel, SQL, Tableau, Quicksight and other data manipulation languages.
",PostedToday,ADCI HYD 20 SEZ,"Hyderabad, Telangana"
,,"
Perform relevant modeling/Geospatial analysis and POC exploring multiple techniques on data like satellite images (rasters) or mobility data.
",Posted1 day ago,NielsenIQ,"Pune, Maharashtra"
,,"
The analyst will work across several products and remediation projects (i.e. regulatory requirements and control/risk related issues).
",Posted19 days ago,"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka"
,,"
Provides mentorship and guidance to less experienced analysts.
Works with user experience analysts, teammates, and development teams to produce high-fidelity…
",Posted1 day ago,Wesco,"Bengaluru, Karnataka"
,,"
The analyst will be responsible for doing secondary research and analysis on post-M&A deals.
Maintain and expand the historical M&A database to ensure it…
",Posted30+ days ago,ION,"Mumbai, Maharashtra"
,,"
1+ Years of experience in a data analyst role and worked on Data Management/Operations field.
Develops technical understanding of how the data flows from…
",Posted30+ days ago,JLL,"Bengaluru, Karnataka"
,,"
Ensure monthly in time collection of actual sales/inventory/COGS variances, rolling sales plan (RSP), incl.
Budget and latest estimates (LE’s) on product code…
",PostedJust posted,Syngenta,India
,,"
Performing ongoing validation, reconciliation and audit of employee data and data management processes, implementing data governance framework.
",Posted30+ days ago,Deloitte,"Hyderabad, Telangana"
,,"
The team uses a variety of number of digital and advanced data analytics tools; and you will be expected to develop expertise on those.
",Posted30+ days ago,Boston Consulting Group,"New Delhi, Delhi+1 location"
,,"
Acquire data from primary or secondary data sources and perform data profiling.
Interpret data, analyze results and provide quick data analysis.
",Posted30+ days ago,AstraZeneca,"Chennai, Tamil Nadu"
,,"
Familiarity with transactional and data warehouse environments.
Strong ability to troubleshoot and resolve data issues.
Accounting Services for Projects 5.
",Posted30+ days ago,vConstruct,"Pune, Maharashtra"
,,"
4-5 years’ practical experience with proven working experience as a data analyst or business data analyst.
Analyze data for trends and patterns, and Interpret…
",Posted30+ days ago,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka"
,,"
Troubleshoot and identify data/inventory discrepancies to resolve/update events based on findings.
Operations team (3PE) leads key initiatives within the resale…
",Posted27 days ago,Ticketmaster India,"Gurgaon, Haryana"
,,"
Document process ,data codes, data repository, data request , log book for audit and learning purpose.
Before sharing of any data (customer sensitive) ensure…
",Posted1 day ago,IDFC FIRST Bank,"Mumbai, Maharashtra"
,,"
Hands-on experience in leading delivery teams in data management, data enrichment, web data mining/scraping (python), and automation.
",Posted30+ days ago,AIMLEAP - Outsource Bigdata,"Bengaluru, Karnataka"
,,"
Analyse data from host-, network- and file-based data to develop detections associated with cyber tactics, techniques, and procedures.
",Posted22 days ago,Morgan Stanley,"Bengaluru, Karnataka"
,,"
Within a short period of time, you will be ahead of your peers in terms of knowledge, the richness of experience and exposure.
",Posted30+ days ago,BluePi Consulting Pvt Ltd.,"Gurgaon, Haryana"
,,"
Comfortable/proficient manipulating both financial data and large raw data sets.
Ability to analyze and validate data sets with consistent accuracy to identify…
",Posted8 days ago,IBM,"Bengaluru, Karnataka"
,,"
Minimum 1-year exposure to data handling and governance areas like data discovery, data inventory and mapping, data loss prevention, data and application…
",Posted30+ days ago,Standard Chartered,"Chennai, Tamil Nadu"
Client Service Delivery Analyst,https://in.indeed.com/rc/clk?jk=1f5086a5398cb8b1&fccid=9336f00243103969&vjs=3,"
Client Service Delivery Analyst is responsible for database administration, sourcing of data through web research and turning data into insights.
",Posted6 days ago,Notified,+1 locationRemote
Knowledge Management - Analyst,https://in.indeed.com/rc/clk?jk=f4dd1a5ab509fc20&fccid=9e215d88a6b33622&vjs=3,"
1-4 years of experience as a Data analyst or exposure to People data management and Excel data reporting.
This position requires understanding of system data…
",Posted30+ days ago,Deloitte,"Hyderabad, Telangana"
DATA ANALYST,https://in.indeed.com/rc/clk?jk=2248de0a7e8f0b91&fccid=733e952009064fc7&vjs=3,"
Execute processes to monitor data governance policies and procedures to ensure data integrity and privacy, establish consistent data definitions, and monitor…
",Posted30 days ago,Cityinfo Services,"Bengaluru, Karnataka"
Business Management Analyst,https://in.indeed.com/rc/clk?jk=9f9868b3e3159e78&fccid=1544766d4c2915b0&vjs=3,"
Business Management Analyst for EY Technology Services (EYTS).
The Business Management Analyst is responsible for business management and strategic needs of…
",Posted9 days ago,EY,"Bengaluru, Karnataka"
Data Analyst,https://in.indeed.com/rc/clk?jk=802c52e86c156146&fccid=a09457081fd49ed7&vjs=3,"
Improving and streamlining processes regarding data handling, data structure, data analysis & data.
Ability to understand how a visual dashboard may convey the…
",Posted21 days ago,EdIndia,"Mumbai, Maharashtra"
Risk Measurement Analyst,https://in.indeed.com/rc/clk?jk=4c766a1ff7ec7432&fccid=057abf3fd357e717&vjs=3,"
 Highly organised, with strong data manipulation and analytical abilities.
 Identify any issues regarding inadequate tools or access to data and escalate as…
",PostedToday,Barclays,"Delhi, Delhi"
ASSISTANT DATA ANALYST,https://in.indeed.com/rc/clk?jk=1fb80c9788e72712&fccid=24d5a1043738ee19&vjs=3,"
This person. will leverage systems and data to. generate reports, create and.
Track purchase orders, manage. new and current item files, and.
",Posted30+ days ago,Aditya Pharmacy,"Hyderabad, Telangana"
SAP Master Data Senior Analyst,https://in.indeed.com/rc/clk?jk=4f31aea56b1ca54d&fccid=e4abde6aba405eb8&vjs=3,"
Ensure accountability & ownership of the assigned tasks with good data quality on deliverables.
Responsible to provide & maintain Article, Customer, Vendor…
",Posted30+ days ago,Sage IT India,"Bengaluru, Karnataka"
Business Analyst,https://in.indeed.com/rc/clk?jk=fec9d25e0675100a&fccid=5a8e23474bbebad8&vjs=3,"
Experience in analysing data to draw business-relevant conclusions and in data visualization techniques and tools.
Track and report data and Manage budgets.
",Posted30+ days ago,ALLEN IntelliBrain,"Kota, Rajasthan"
Data Analytics Senior Analyst - C12,https://in.indeed.com/rc/clk?jk=ddd5be5e475ef358&fccid=5bcd1ef0a7f4fb99&vjs=3,"
Mines and analyzes data from various banking platforms to drive optimization and improve data quality.
Conducts strategic data analysis, identifies insights and…
",Posted9 days ago,Citi,"Chennai, Tamil Nadu"
Data Artist/ Business Analyst,https://in.indeed.com/rc/clk?jk=1c73ee667caac4ec&fccid=03d1fe530ad142a5&vjs=3,"
Making sure data getting on regular basis.
Make sure that data is getting on regular basis.
MBA / Post-Graduate/B.tech./M.tech.
",Posted17 days ago,AppSmartz,"Mohali, Punjab"
Data Analyst,https://in.indeed.com/rc/clk?jk=6ec93c310d168994&fccid=8ec39a7487d00fe9&vjs=3,"
Senior data analyst, responsible for designing data collection, storage, and retrieval system and processes.
He will be responsible for ensuring data collection…
",Posted24 days ago,BridgeLoyalty,"Mumbai, Maharashtra"
Data Analyst,https://in.indeed.com/rc/clk?jk=542a648a6e4aec30&fccid=2e21d905cb0036f8&vjs=3,"
Proven working experience as a data analyst.
Acquire data from primary or secondary data sources and maintain databases/data systems.
",Posted27 days ago,predera,"Hyderabad, Telangana"
"Analyst, Investor Reporting - GSE",https://in.indeed.com/rc/clk?jk=023d3a6b47c74927&fccid=9a4ef37e906f7546&vjs=3,"
This position will support Investor Reporting -Government Sponsored Enterprise (Freddie Mac & Fannie Mae) and Ginnie Mae.
",PostedToday,Ocwen APAC,"Bengaluru, Karnataka"
Analyst,https://in.indeed.com/rc/clk?jk=57b6747f90a369c2&fccid=10b5c722d846df43&vjs=3,"
Experience in data modelling, programming, querying, data mining, extraction and report development using large volumes of granular data to deliver business…
",Posted24 days ago,MasterCard,"Hybrid remote in Gurgaon, Haryana"
Incentive Compensation Data Analyst,https://in.indeed.com/rc/clk?jk=6b3803c806b31d88&fccid=49695b7608b70a89&vjs=3,"
Experience working with large amounts of data.
Utilize all reporting systems to compile data for payment calculation or analysis.
",Posted14 days ago,Optiv,"Remote in Bengaluru, Karnataka"
Data & MIS Analyst,https://in.indeed.com/rc/clk?jk=40d6415c6beb0bd9&fccid=6edaa483dac9b734&vjs=3,"
Has an eye for quality in data solutions design.
Understanding of complex data structures and use them towards solution design.
",Posted30+ days ago,HRhelpdesk,"Mumbai, Maharashtra"
Business and Data Analyst,https://in.indeed.com/rc/clk?jk=cf697b54fe0c670b&fccid=44fac2432135dd0f&vjs=3,"
Create case studies by analysing past TV viewership and campaign exposure data.
Business and Data Analysts at LG Ads work on a range of domains spanning Digital…
",Posted30+ days ago,LG Ads Solutions,"Bengaluru, Karnataka"
Knowledge Analyst - Panorama Financial Institutions Insights...,https://in.indeed.com/rc/clk?jk=c88227e992dd1f8e&fccid=6576e7250aa78c3c&vjs=3,"
You will support teams with market data about the private equity space and/or support due diligence (DD) engagements across the spectrum of pre-DD, DD and post…
",Posted30+ days ago,McKinsey & Company,"Gurgaon, Haryana"
Tax Consultant Data Analyst and Reporting,https://in.indeed.com/rc/clk?jk=7cb0ea2d8a9881a1&fccid=9e215d88a6b33622&vjs=3,"
Since then, nearly all of the Deloitte Tax LLP (“Deloitte Tax”) U.S. service lines have obtained support through Deloitte Tax in India.
",Posted30+ days ago,Deloitte,"Hyderabad, Telangana"
Data Analyst,https://in.indeed.com/rc/clk?jk=164d6b3ae201fa3c&fccid=dc83abb62640bbc8&vjs=3,"
Strong mathematical skills to help collect, measure, organize and analyze data.
Support the operational execution and the overall quality output required by RM…
",Posted30+ days ago,RM Education Solutions India,"Irinchayam B.O, Kerala"
SENIOR DATA ANALYST,https://in.indeed.com/rc/clk?jk=8ff524368db2cb9c&fccid=9844b0b51bf8ad33&vjs=3,"
Data analysts need to be excellent with numerical data analysis.
Data analysts need work with large amounts of data: facts, figures, and number crunching and…
",Posted30+ days ago,Saffron Consultancy Services,"Bhilwara, Rajasthan"
Business Analyst,https://in.indeed.com/rc/clk?jk=9c02b3a15cfb1e25&fccid=80ff3b1eabc7f932&vjs=3,"
In addition, you are required to develop and monitor data quality metrics and ensure business data and reporting needs are met.
",Posted30+ days ago,RevInfotech,Remote
Experienced Hire - Consulting -AIDO-Analyst/Consultant-Infor...,https://in.indeed.com/rc/clk?jk=fd9f00cbb3148057&fccid=9e215d88a6b33622&vjs=3,"
Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…
",Posted7 days ago,Deloitte,"Bengaluru, Karnataka"
Analyst - Data Scientist,https://in.indeed.com/rc/clk?jk=74b57308332af7c2&fccid=09c291441ff3f59c&vjs=3,"
Data Scientist will work with the Global Digital team to build, maintain, and optimize data pipelines for key data and Digital data consumers including business…
",Posted14 days ago,Arysta LifeScience Corporation,"Mumbai, Maharashtra"
Lead Data Analyst,https://in.indeed.com/rc/clk?jk=c2954c4b3bb92b53&fccid=274e15dee00b5237&vjs=3,"
✦ Proven data interpretation skills.
✦ Preparing Tableau reports for Adobe Analytics data.
✦ Support client engagements and internal teams from a data and…
",Posted3 days ago,Digitas,"Mumbai, Maharashtra"
Data Analyst - Tableau,https://in.indeed.com/rc/clk?jk=f53a37630e4fcb2f&fccid=764656ed7df30a1d&vjs=3,"
Analyze and develop data structures appropriately support business requirements.
Advanced experience in reporting systems, data warehouse systems, and…
",Posted30+ days ago,Apptio,"Bengaluru, Karnataka"
II0T- Data Analyst,https://in.indeed.com/rc/clk?jk=1938ec21b1e2da93&fccid=b4ab9735c58e3972&vjs=3,"
Develop and perform data parsing and extraction from text, log files and organize into structured data.
Knowledge of data structures and algorithms.
",Posted30+ days ago,Flex,"Chennai, Tamil Nadu"
Logistics Analyst,https://in.indeed.com/rc/clk?jk=8f1600a2d683e195&fccid=1b0eee63b8b5a34f&vjs=3,"
Onboarding will be virtual for the time being with occasional socially distanced meetings at a Nextracker office.
Passionate drive to innovate and create.
",Posted30+ days ago,NEXTracker,"Hyderabad, Telangana"
Delphi - Data Analyst - L5,https://in.indeed.com/rc/clk?jk=8d3b61d942b5e3fd&fccid=dca1895e1760540c&vjs=3,"
Ability to develop data analytics and visualization solutions using:
Our uniqueness lies in bringing together strong engineering, data science, and design…
",Posted30+ days ago,Incedo,"Chennai, Tamil Nadu"
,,"
Ensure data compatibility and bridge the gap of data and business needs based on GAAP.
General understanding of data tables and ETL techniques.
",Posted30+ days ago,Crowe,"Noida, Uttar Pradesh"
,,"
Using your analytic skills to improve customer experience through data feed resilience.
Act as the primary liaison between the company and your customers with…
",Posted30+ days ago,FLYdocs,India
,,"
Maintains access control, data integrity and file system security.
Monitors and manages data operations facilities, systems and consoles.
",Posted30+ days ago,Diebold Nixdorf,"Hyderabad, Telangana"
,,"
Provide expertise on database management/design to drive integration of business data, functions, and systems.
",Posted30+ days ago,Intel,"Bengaluru, Karnataka"
,,"
Ensuring data storage tools are exploited to their full potential to enable real-time access to data.
Using statistical analysis to derive meaningful insights…
",Posted30+ days ago,Wiley,"Noida, Uttar Pradesh"
,,"
The primary focus of the development team is on the high performance of data processing, system scalability, and data consistency.
",Posted3 days ago,Miratech,"Alwal, Hyderabad, Telangana"
,,"
Should be able to write queries to manipulate and consolidate data from multiple data sources.
You model data and quantitatively analyze that translates data…
",Posted30+ days ago,PhonePe,"Bengaluru, Karnataka"
,,"
Acquire data from primary or secondary data sources and maintain databases/data systems.
Technical expertise regarding data models, database design development,…
",Posted30+ days ago,Photon,"Chennai, Tamil Nadu"
,,"
Data Extraction and Data Manipulation: Take ownership in extracting data from various data sources.
This would require an understanding of project objectives,…
",Posted9 days ago,Citi,"Chennai, Tamil Nadu"
,,"
Our forward-thinking team members have the analytical skills needed to parse mountains of data and stellar communications skills needed to present research,…
",Posted30+ days ago,Deloitte,"Hyderabad, Telangana"
,,"About Worldline Worldline is the European leader in digital payments and number four worldwide, powered by over 20,000 employees in more than 50 countries.…",Posted9 days ago,Worldline,"Chennai, Tamil Nadu"
,,"
Collect and document data, including: alerting activity, account information, transactional data, KYC information, politically exposed person (PEP) status,…
",Posted5 days ago,"JPMorgan Chase Bank, N.A.","Hyderabad, Telangana"
,,"
Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…
",Posted30+ days ago,Deloitte,"Bengaluru, Karnataka"
,,"
Conceptual knowledge of SQL for data analysis.
Work with users, business analysts and development leads to ensure requirements for stories are well-understood…
",Posted1 day ago,Barclays,"Pune, Maharashtra"
,,"
Perform ad-hoc data analysis of claims and EMR data to identify patterns and trends in utilization or cost.
Create blogs and white papers on the potential value…
",Posted17 days ago,Milliman,"Gurgaon, Haryana"
,,"
Provide and analyze MCoS related key performance data on a regular base (e.g. related to installation, implementation, application training, first year warranty…
",Posted21 days ago,Philips,"Hybrid remote in Bengaluru, Karnataka"
,,"
The key functional areas would be Problem solving, working with huge data, driving product and marketing decisions based on data.
",Posted30 days ago,Dailyhunt,"Bengaluru, Karnataka"
,,"
Provide analyses and insights to interpret data to help stakeholders in better decision making.
Articulate data issues to the Pursuit Leadership team in a…
",Posted30+ days ago,Deloitte,"Hyderabad, Telangana"
,,"
Your hard work will be rewarded with a competitive salary and discretionary performance bonus.
The benefits package includes 25 days' holiday per year, pension…
",Posted30+ days ago,Calyx,"Hyderabad, Telangana"
,,"
Hands-on experience in data used for models development and best practices in data management.
Assess problem statements & propose potential solutions by…
",Posted30+ days ago,Standard Chartered,"Chennai, Tamil Nadu"
,,"
Experience of working as a data analyst preferably within Technology/IT Security.
Design and implement complex data models and pipeline.
",Posted30+ days ago,Fidelity International,"Gurgaon, Haryana"
,,"
Compliance to maintain data confidentiality.
Develop algorithms to sample, extract, transform and analyze data starting from single flight to millions of…
",Posted30+ days ago,Airbus,"Bengaluru, Karnataka"
,,"
Data Analyst Internship in Delhi at CryptoMize - Check Out Data Analyst Internship to A data analyst is a person who examines data using data analysis software.
",Posted30+ days ago,Crypto Mize,"Delhi, Delhi"
,,"
Expert knowledge of MS Excel is required as the role involves comparative data analysis and reconciliation of source data to target system using data analysis…
",Posted30+ days ago,Deloitte,"Hyderabad, Telangana"
,,"
Review data to detect any data integrity issues (i.e., identify illogical results).
Must have strong communication skills (oral and written) to clarify data…
",Posted30+ days ago,Deloitte,"Hyderabad, Telangana"
,,"
Evaluate data quality metrics and data quality audits to benchmark the state of data quality.
Analyze the application data and recommend data quality rules.
",Posted23 days ago,WELLS FARGO BANK,"Bengaluru, Karnataka+1 location"
,,"
Strong Python and SQL programming and data manipulation skills.
Good to have experience in programming and data manipulation using SAS.
",Posted30+ days ago,Ameriprise Financial,"Noida, Uttar Pradesh"
,,"
Intuition for data and ability to handle big data sources.
These insights and decisions will be influenced based on your presentation of the evidence, backed by…
",Posted30+ days ago,PhonePe,"Bengaluru, Karnataka"
,,"
Must have strong excel experience and must have experience supporting ETL loads to data systems or exports of data out of a data system.
",Posted30+ days ago,OSI Systems - Corporate,"Hyderabad, Telangana"
,,"
Good understanding of data governance, data quality, reference data and data lineage is preferred.
Ability to interpret and manipulate large data sets, data…
",Posted30+ days ago,CAPCO,"Bengaluru, Karnataka"
Data Analyst,https://in.indeed.com/rc/clk?jk=9dd18ca9429ce215&fccid=64e4cdd7435d8c42&vjs=3,"
Establish & document report data formatting, delivery methods and maintenance procedures.
Identify, analyze & interpret trends or patterns in complex data sets.
",Posted30+ days ago,CrowdStrike,"Remote in Pune, Maharashtra"
SCADA-Analyst/Consultant-Hyderabad/Bengaluru/Mumbai,https://in.indeed.com/rc/clk?jk=6aa7c9143ff85d23&fccid=9e215d88a6b33622&vjs=3,"
Core Business Operations (CBO) is an integrated set of offerings that addresses our clients' core business issues.
Skills / Project Experience - good to have:
",Posted30+ days ago,Deloitte,"Bengaluru, Karnataka"
Data Migration Analyst,https://in.indeed.com/rc/clk?jk=ae742cae123a8b67&fccid=37b420a442ce7ef5&vjs=3,"
Experience with any data loader tools.
Windows OS and basic data storage understanding.
Must follow written instructions provided due to the sensitivity and…
",Posted3 days ago,"Epiq Systems, Inc.","Hyderabad, Telangana"
GPS - Associate Analyst -CRM - Mercury,https://in.indeed.com/rc/clk?jk=39e8905620d245c8&fccid=9e215d88a6b33622&vjs=3,"
Data analysis skills and ability to work on large data sets.
This individual will need to establish a core GPS CRM reporting capability that can be enhanced as…
",Posted28 days ago,Deloitte,"Hyderabad, Telangana"
Data Analyst/Scientist,https://in.indeed.com/rc/clk?jk=43f10ba896b5b366&fccid=3ba6d20cd884270b&vjs=3,"
Proved knowledge of data oriented languages/framework (R, python/panda…), data analysis and or more advanced data science concepts and algorithms (machine…
",Posted30 days ago,Sopra Steria,"Noida, Uttar Pradesh"
Data Analyst,https://in.indeed.com/rc/clk?jk=945dd06e303c0e78&fccid=5dfd33cf35859b27&vjs=3,"
Understanding the ad-hoc data requests from all stakeholders.
Testing all new reports/deliverables and periodically reviewing them for maintaining data quality.
",Posted30+ days ago,Docon,"Bengaluru, Karnataka"
Data Analyst,https://in.indeed.com/rc/clk?jk=85034fcbcf35cbc7&fccid=08879e1bc38106f1&vjs=3,"
4+ years in a data analyst role.
Providing technical expertise in data storage structures, data mining, and data cleansing.
2+ years of Data mining experience.
",Posted30+ days ago,Valasys Media,"Pune, Maharashtra"
Communication Data Analyst,https://in.indeed.com/rc/clk?jk=2687470b491a2b1d&fccid=0d511cbaa452dbfb&vjs=3,"
1-3 years of experience in data analytics, data mining, dashboard creation and data insights.
Collate and own all digital channel data output and partner with…
",Posted20 days ago,Adecco Group,"Bengaluru, Karnataka"
Actuarial Data Analyst,https://in.indeed.com/rc/clk?jk=9d8f478c703585c4&fccid=3d93143c99ff89a3&vjs=3,"
You will work closely with other data scientists, data engineers, software engineers, and domain experts to continuously improve our data collection, data…
",Posted30+ days ago,Milliman,"Gurgaon, Haryana"
Data Analyst,https://in.indeed.com/rc/clk?jk=7b9faba537124b73&fccid=d9162e48c444e6e3&vjs=3,"
Partner with external data vendors to ensure timely data availability with appropriate data sanity.
Supports data harmonization process set up and business as…
",Posted28 days ago,Colgate-Palmolive,"Mumbai, Maharashtra"
Global Strategic Data Analyst,https://in.indeed.com/rc/clk?jk=0e524ffa4b87ab69&fccid=3444e7c94299ba32&vjs=3,"
Build data communication between different files, which enable complex data manipulation.
Attain data confirmation on negotiated parts with regional vendors and…
",Posted30+ days ago,NOKIA,"Chennai, Tamil Nadu"
Analyst Risk and Data Management,https://in.indeed.com/rc/clk?jk=b3d1cf29fef5e13d&fccid=f057e04c37cca134&vjs=3,"
Depending on role and business needs, colleagues will either work onsite, in a hybrid model (combination of in-office and virtual days) or fully virtually.
",Posted8 days ago,Amex,"Gurgaon, Haryana"
Senior Associate - Financial Data Analyst,https://in.indeed.com/rc/clk?jk=9c6e55e656d9d278&fccid=915b1c0ee87e5e8a&vjs=3,"
Collating, checking, and analyzing spreadsheet data.
Highly organized and able to handle simultaneous projects, gathering and processing huge data.
",Posted30+ days ago,Pearson,"Noida, Uttar Pradesh"
Solution Analyst – Minelens,https://in.indeed.com/rc/clk?jk=a8c40dc790ca5759&fccid=6576e7250aa78c3c&vjs=3,"
You will assist clients in data collection, perform quantitative analysis and incorporate qualitative observations into benchmark reports.
",Posted30+ days ago,McKinsey & Company,"Gurgaon, Haryana"
Operations Analyst - Payments UPI,https://in.indeed.com/rc/clk?jk=2655746cb046afeb&fccid=9efe0489759405d1&vjs=3,"
Be highly data-driven.
Regularly analyze data and use insights from the analysis to bring about enhancements in.
Proficient knowledge of Excel is a must.
",Posted29 days ago,PhonePe,"Temporarily Remote in Mumbai, Maharashtra"
,,"
Ability to identify golden data source and data discovery from available meta data.
Hands on experience on data extraction/aggregation from Enterprise level…
",Posted9 days ago,Citi,"Chennai, Tamil Nadu"
,,"
This includes both quantitative and qualitative rigor which is done by analyzing given data and gaining insights through interviews with stakeholders.
",Posted27 days ago,Sattva Consulting,"Bengaluru, Karnataka"
,,"
Strong data analysis and interpretation skills; analyzing data with respect to corresponding business and technology processes; comfortable working with large…
",Posted17 days ago,"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka"
,,"
Collecting and analyzing financial data and taking ownership in data quality controls to ensure consistent and high-quality data are delivered as per the…
",Posted30+ days ago,Kroll,"Hyderabad, Telangana"
,,"
2: Extract create Transformations on data, ETL Creation, Handling and Trouble shoot when process is failed.
Unique mastery and recognized authority on relevant…
",Posted30+ days ago,HP,"Bengaluru, Karnataka"
,,"
Extensive practical knowledge in importing data for use in report software, spreadsheets, graphs, and flow charts.
Excellent listening and interpersonal skills.
",Posted27 days ago,ZakApps,"Chennai, Tamil Nadu"
